exp3_ablation,full_data,family_ties_vs_girlslikeyou,gpt-4o,True,17,"beat_sync,use_of_vocals_stem,EQ_transition,pad_FX,beat_repeat",,verse,verse,2,0,0.0,5.12
exp3_ablation,no_structure,family_ties_vs_girlslikeyou,gpt-4o,True,16,"Harmonic mixing,Vocal stem overlay,EQ adjustments,Reverb effect,Beat sync",108.22,intro,verse,2,0,0.0,4.72
exp3_ablation,no_lyrics,family_ties_vs_girlslikeyou,gpt-4o,True,12,"harmonic_mixing,vocal_isolation,BPM_sync,key_shift,smooth_EQ_transitions",,intro,verse,2,1,3.4,1.55
exp3_ablation,full_data,family_ties_vs_popstar,gpt-4o,True,16,"harmonic mixing,dynamic EQ adjustments,vocal stem blending,beat effects,beat matching",,,intro,0,0,0.0,17.95
exp3_ablation,no_structure,family_ties_vs_popstar,gpt-4o,True,19,"Harmonic mixing,Dynamic EQ,Stem manipulation,Beat FX,Looping",176.68,verse,intro,0,0,0.0,17.95
exp3_ablation,no_lyrics,family_ties_vs_popstar,gpt-4o,True,17,"Harmonic mixing,Beat matching,EQ adjustments,Stem manipulation",94.97,intro,intro,0,0,0.0,17.95
exp3_ablation,full_data,family_ties_vs_greece,gpt-4o,True,17,"Harmonic mixing using Camelot wheel,Creative vocals stem overlay,Advanced EQ and filter techniques,Precise beat matching and synchronization,Dynamic use of effects",121.47,intro,intro,1,0,0.0,0.0
exp3_ablation,no_structure,family_ties_vs_greece,gpt-4o,True,23,"Harmonic Mixing,Key Shift,Extended Beat Sync,EQ Transition,Creative Segment Use",298.15,intro,intro,1,2,3.4,48.61
exp3_ablation,no_lyrics,family_ties_vs_greece,gpt-4o,True,30,"Harmonic Mixing,Beat Matching,EQ Adjustments,Stem Manipulation,Pad FX Usage",132.51,verse,intro,1,0,3.4,48.61
exp3_ablation,full_data,girlslikeyou_vs_happy,gpt-4o,True,21,"Harmonic mixing using Camelot wheel,Creative use of 'vocals' stem,Beat sync and tempo adjustment,EQ frequency transitions,Pad FX for memorable moments",105.04,verse,breakdown,0,0,1.55,20.74
exp3_ablation,no_structure,girlslikeyou_vs_happy,gpt-4o,True,14,"Harmonic Mixing,Tempo Adjustment,Vocal Isolation,Crossfade,Beat Syncing",226.89,verse,breakdown,0,0,1.55,20.74
exp3_ablation,no_lyrics,girlslikeyou_vs_happy,gpt-4o,True,17,"Harmonic mixing,Vocal stem manipulation,Creative use of EQ and effects",157.56,verse,breakdown,0,0,1.55,20.74
exp3_ablation,full_data,happy_vs_popstar,gpt-4o,True,21,"harmonic mixing,beat matching,stem usage,filter effect,crossfader",13.46,chorus,breakdown,1,0,0.0,0.0
exp3_ablation,no_structure,happy_vs_popstar,gpt-4o,True,18,"Harmonic mixing using Camelot wheel compatibility,Creative stem usage with vocal isolation,Dynamic EQ adjustments for frequency balance,Beat sync for perfect tempo alignment,Crossfader smoothing with smart fader",,chorus,intro,1,0,0.0,0.0
exp3_ablation,no_lyrics,happy_vs_popstar,gpt-4o,True,18,"Harmonic mixing using Camelot wheel,Synchronized BPM,Vocal stem overlay,Dynamic EQ adjustments,Pad FX for creative transition",121.12,verse,intro,1,0,0.0,0.0
exp3_ablation,full_data,happy_vs_just_wanna_rock,gpt-4o,True,23,"Harmonic Mixing,Beat Sync,Hot Cues,EQ Transition,Pad FX",161.5,verse,verse,0,0,0.0,6.25
exp3_ablation,no_structure,happy_vs_just_wanna_rock,gpt-4o,True,17,"Harmonic Mixing,Hot Cues,Beat Sync,Pad FX,EQ Techniques",174.96,verse,verse,0,0,0.0,6.25
exp3_ablation,no_lyrics,happy_vs_just_wanna_rock,gpt-4o,True,24,"Harmonic mixing,EQ transitions,Creative loops,Beat matching,Stem manipulation",99.59,verse,verse,0,0,0.0,6.25
exp3_ablation,full_data,just_wanna_rock_vs_popstar,gpt-4o,True,20,"Harmonic mixing,Vocals stem usage,EQ transitions,Beat matching,Phrase alignment",177.33,breakdown,breakdown,0,0,0.0,5.88
